France,Germany,Spain,Female,Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1,0,0,1,0,792,42,0,99045.93,2,1,0,47160.01,0
1,0,0,1,0,666,36,8,0.0,1,0,1,158666.99,0
0,1,0,1,0,716,30,2,205770.78,2,0,0,65464.66,0
1,0,0,1,0,594,31,0,79340.95,1,1,0,78255.86,0
0,1,0,0,1,600,57,9,138456.03,2,1,1,103548.25,0
1,0,0,0,1,565,49,7,0.0,2,1,1,89609.26,0
0,1,0,0,1,678,48,2,101099.9,2,0,1,193476.04,0
0,0,1,1,0,648,31,5,0.0,2,1,1,5199.02,0
1,0,0,0,1,642,40,8,109219.83,1,1,0,52827.51,0
0,1,0,0,1,706,67,1,123276.69,2,1,1,86507.88,1
0,0,1,0,1,668,43,10,113034.31,1,1,1,100423.88,0
0,0,1,0,1,635,41,1,0.0,2,1,0,175611.5,0
0,0,1,0,1,603,30,6,129548.5,2,1,1,19282.85,0
1,0,0,1,0,635,72,4,74812.84,1,0,1,27448.33,0
1,0,0,1,0,642,40,7,0.0,2,1,0,183963.34,0
0,0,1,1,0,785,54,1,0.0,2,1,0,45113.92,1
0,1,0,1,0,628,28,3,153538.13,2,1,0,110776.01,0
1,0,0,1,0,499,38,9,0.0,2,0,1,183042.2,0
0,0,1,0,1,567,34,10,0.0,2,0,1,161571.79,0
0,0,1,0,1,449,32,0,155619.36,1,1,1,166692.03,0
0,0,1,0,1,701,35,10,159693.9,2,1,1,71173.64,0
0,0,1,0,1,613,37,3,171653.17,1,0,1,5353.12,0
0,1,0,1,0,683,39,2,47685.47,2,1,1,86019.48,0
1,0,0,0,1,581,35,4,0.0,2,0,1,86383.82,0
1,0,0,0,1,620,61,5,0.0,1,0,0,31641.52,1
0,0,1,0,1,561,28,6,123692.0,1,1,1,70548.96,0
0,1,0,0,1,558,26,1,148853.29,2,1,1,24411.02,0
1,0,0,0,1,642,35,2,133161.95,1,0,1,122254.86,0
0,1,0,0,1,805,24,6,143221.35,2,1,0,186035.72,0
1,0,0,0,1,687,35,9,0.0,2,0,1,73133.82,0
0,0,1,0,1,695,56,1,0.0,3,1,0,187734.49,1
1,0,0,0,1,562,33,6,0.0,2,1,0,111590.35,0
0,1,0,0,1,613,38,9,126265.88,2,0,0,15859.95,0
1,0,0,0,1,589,37,5,0.0,1,1,0,61324.87,0
0,0,1,0,1,593,31,8,112713.34,1,1,1,176868.89,0
1,0,0,0,1,714,34,5,141173.03,1,0,1,98896.06,0
0,0,1,1,0,588,35,7,0.0,2,1,1,108739.15,0
0,0,1,0,1,679,39,6,0.0,2,1,0,12266.06,0
0,0,1,0,1,730,38,5,118866.36,1,1,1,163317.5,0
1,0,0,0,1,833,47,2,0.0,2,1,1,182247.77,0
0,0,1,1,0,586,33,7,0.0,2,1,1,168261.4,0
0,0,1,1,0,567,54,5,92316.31,2,1,0,158590.66,1
0,1,0,0,1,637,30,1,122185.53,1,1,0,102566.46,1
1,0,0,0,1,711,38,4,123345.85,1,1,0,141827.83,0
1,0,0,0,1,828,30,4,73070.18,2,0,0,161671.15,0
0,0,1,0,1,500,38,7,0.0,2,0,0,192013.23,0
1,0,0,0,1,807,47,1,95120.59,1,0,0,127875.1,0
1,0,0,0,1,850,40,8,102800.65,1,1,0,60811.56,0
1,0,0,1,0,782,70,7,97072.42,1,0,1,131177.22,0
0,0,1,0,1,629,31,6,132876.55,1,1,1,130862.11,0
0,0,1,0,1,582,33,6,0.0,2,0,1,72970.93,0
1,0,0,0,1,468,22,2,0.0,2,1,0,28123.99,0
1,0,0,0,1,670,36,3,0.0,1,1,0,140754.19,1
1,0,0,0,1,805,39,2,0.0,1,0,0,166650.32,0
1,0,0,0,1,720,26,10,51962.91,2,1,0,45507.24,0
0,0,1,1,0,781,29,6,98759.89,1,0,0,112202.64,0
0,1,0,0,1,592,33,2,156570.86,1,1,1,37140.2,0
1,0,0,1,0,542,42,1,0.0,1,1,1,178256.58,1
1,0,0,0,1,532,42,1,159024.71,1,1,0,100982.93,1
1,0,0,1,0,520,39,1,73493.17,1,0,1,109626.13,1
1,0,0,1,0,759,45,8,0.0,2,1,1,99251.24,0
1,0,0,1,0,473,35,6,69617.36,1,1,0,143345.69,0
0,0,1,1,0,639,35,5,136526.26,2,1,0,59653.03,0
1,0,0,0,1,705,25,3,113736.27,1,0,1,196864.61,0
1,0,0,0,1,530,52,1,106723.28,1,0,0,109960.4,1
0,1,0,1,0,516,33,10,138847.9,1,1,1,127256.7,0
1,0,0,1,0,850,40,0,0.0,2,1,0,1099.95,0
0,1,0,1,0,746,33,2,107868.14,2,1,1,146192.4,0
0,1,0,0,1,622,33,3,96926.12,2,1,0,48553.77,0
1,0,0,0,1,743,30,7,77599.23,1,0,0,144407.1,0
0,1,0,0,1,732,38,5,178787.54,1,1,1,195760.53,0
1,0,0,0,1,850,81,5,0.0,2,1,1,44827.47,0
0,1,0,1,0,850,34,3,129668.43,2,1,1,88743.99,0
1,0,0,0,1,686,34,6,146178.13,2,1,1,88837.11,0
1,0,0,1,0,556,40,8,0.0,2,1,0,62112.7,0
1,0,0,0,1,673,37,4,0.0,2,0,0,163563.07,0
1,0,0,1,0,809,38,2,154763.21,2,1,1,174800.31,0
0,1,0,1,0,634,56,3,116251.24,1,0,1,42429.88,1
1,0,0,0,1,630,37,6,0.0,2,1,1,82647.65,0
0,1,0,1,0,564,30,0,100954.88,2,0,0,134175.15,0
1,0,0,1,0,625,51,4,124620.01,2,1,0,92243.94,1
0,0,1,1,0,677,34,4,0.0,2,1,1,6175.53,0
1,0,0,0,1,583,40,9,112701.04,1,0,0,29213.63,0
0,0,1,0,1,592,45,8,84692.5,1,0,1,67214.02,0
0,1,0,0,1,637,49,2,108204.52,1,1,0,169037.84,1
1,0,0,0,1,850,30,6,86449.39,1,1,1,188809.23,0
0,0,1,0,1,633,42,10,0.0,1,0,1,79408.17,0
0,1,0,0,1,751,36,5,73194.99,1,1,1,89222.66,0
0,1,0,0,1,592,31,7,124593.23,1,1,0,86079.67,0
0,1,0,0,1,716,50,2,119655.77,1,1,1,12944.17,1
0,1,0,0,1,641,42,3,121765.37,2,1,1,166516.84,0
1,0,0,0,1,849,35,4,110837.73,1,0,0,126419.8,0
0,0,1,0,1,647,47,10,99835.17,1,0,1,89103.05,0
0,1,0,1,0,608,30,2,91057.37,2,1,0,132973.17,0
1,0,0,1,0,555,26,7,0.0,2,1,0,93122.41,0
0,0,1,0,1,497,27,7,149400.27,1,0,0,167522.19,0
0,1,0,0,1,599,38,9,89111.63,1,0,0,157239.6,0
0,1,0,0,1,545,33,1,132527.9,2,0,1,107429.71,0
1,0,0,1,0,774,36,9,114997.42,1,1,0,75304.09,0
1,0,0,0,1,464,46,6,161798.53,1,1,0,182944.47,0
0,1,0,1,0,696,27,2,96129.32,2,1,1,5983.7,0
0,0,1,0,1,667,45,3,0.0,2,0,0,163655.01,0
1,0,0,0,1,812,32,5,133050.97,2,1,0,89385.92,0
1,0,0,0,1,516,51,8,120124.35,2,0,1,168773.54,0
1,0,0,0,1,645,39,8,0.0,2,0,0,96864.36,0
0,0,1,0,1,664,32,5,133705.74,1,0,0,134455.84,0
0,0,1,1,0,427,39,9,0.0,2,1,0,28368.37,0
1,0,0,1,0,685,40,7,0.0,2,1,0,103898.59,0
1,0,0,1,0,585,33,4,152805.05,1,1,0,63239.65,0
0,1,0,1,0,519,21,1,151701.45,3,1,1,170138.68,1
1,0,0,1,0,708,67,1,0.0,2,0,1,3837.08,0
1,0,0,1,0,717,22,5,112465.06,1,1,1,92977.75,0
0,1,0,0,1,465,24,6,156007.09,1,1,0,191368.37,0
0,1,0,0,1,829,28,3,132405.52,3,1,0,104889.2,1
1,0,0,0,1,826,26,5,142662.68,1,0,0,60285.3,0
0,1,0,0,1,747,36,8,102603.3,2,1,1,180693.61,0
0,0,1,0,1,707,32,9,0.0,2,1,0,126475.79,0
0,0,1,0,1,590,37,1,0.0,2,0,0,133535.99,0
0,0,1,0,1,603,57,6,105000.85,2,1,1,87412.24,1
1,0,0,0,1,615,45,5,0.0,2,1,1,164886.64,0
1,0,0,1,0,634,36,1,69518.95,1,1,0,116238.39,0
0,1,0,0,1,716,41,8,126145.54,2,1,1,138051.19,0
1,0,0,0,1,647,41,4,138937.35,1,1,1,101617.64,1
0,1,0,1,0,591,44,10,113581.98,1,1,0,1985.41,0
1,0,0,0,1,574,34,1,112572.39,1,0,0,165626.6,0
0,1,0,0,1,467,51,10,114514.71,2,1,0,177784.68,1
1,0,0,1,0,701,35,2,0.0,2,1,1,65765.22,0
1,0,0,1,0,747,34,10,0.0,2,1,1,50759.8,0
1,0,0,0,1,650,32,2,84906.45,1,1,0,163216.48,0
0,0,1,1,0,731,39,2,126816.18,1,1,1,74850.93,0
0,1,0,1,0,638,26,1,105249.76,2,1,1,23491.09,0
0,0,1,0,1,569,41,2,0.0,2,1,0,134272.57,0
0,1,0,0,1,459,50,5,109387.9,1,1,0,155721.15,0
0,1,0,0,1,632,23,3,122478.51,1,1,0,147230.77,1
1,0,0,1,0,683,73,8,137732.23,2,1,1,133210.44,0
1,0,0,1,0,850,46,2,157866.77,1,1,1,18986.12,0
1,0,0,1,0,512,41,6,0.0,1,1,1,100507.81,0
1,0,0,1,0,616,31,3,136789.14,1,1,0,59346.4,1
1,0,0,0,1,664,36,1,0.0,2,1,1,95372.64,0
1,0,0,0,1,694,30,10,144684.03,1,1,1,31805.49,0
1,0,0,0,1,655,24,9,107065.31,1,1,1,51959.82,0
1,0,0,1,0,607,33,8,91301.72,1,0,1,130824.57,0
0,0,1,0,1,684,39,4,207034.96,2,0,0,157694.76,1
0,0,1,0,1,763,37,8,0.0,2,1,1,933.38,0
0,0,1,0,1,671,50,8,0.0,1,0,1,2560.11,0
0,0,1,0,1,592,38,3,0.0,1,1,1,12905.89,1
0,0,1,1,0,666,36,6,0.0,2,1,0,176692.87,0
1,0,0,0,1,667,34,5,0.0,2,1,1,102908.63,0
0,0,1,0,1,850,36,6,0.0,2,0,1,41291.05,0
0,0,1,0,1,622,42,9,0.0,2,1,0,119127.06,0
1,0,0,1,0,577,30,8,92472.1,2,0,1,126434.61,0
0,0,1,0,1,555,21,1,0.0,2,0,0,103901.35,0
1,0,0,0,1,547,62,10,127738.75,2,1,1,85153.0,0
0,1,0,1,0,613,50,5,101242.98,2,1,0,12493.61,0
1,0,0,1,0,672,43,4,92599.55,2,1,1,167336.78,0
0,0,1,1,0,624,36,10,0.0,2,0,1,186180.42,0
0,0,1,1,0,698,50,1,0.0,4,1,0,88566.9,1
1,0,0,0,1,606,37,6,82373.94,1,0,0,172526.9,1
0,0,1,0,1,720,31,4,141356.47,1,0,0,137985.69,0
1,0,0,0,1,835,23,9,0.0,1,1,0,19793.73,1
0,0,1,1,0,771,47,3,72664.0,2,1,1,107874.39,0
1,0,0,1,0,811,47,3,123365.34,2,0,0,171995.34,0
0,1,0,0,1,734,33,5,121898.58,1,1,0,61829.89,0
0,0,1,0,1,548,33,6,0.0,1,1,1,31728.35,0
1,0,0,1,0,652,31,3,103696.97,3,0,0,155221.05,1
1,0,0,0,1,707,33,2,0.0,2,0,0,130866.95,0
0,1,0,1,0,605,56,1,74129.18,2,1,1,62199.78,1
1,0,0,1,0,623,34,9,0.0,1,1,0,24255.21,0
0,1,0,0,1,686,29,3,185379.02,1,1,0,64679.07,0
0,1,0,1,0,525,47,1,118087.68,1,1,0,88120.78,1
0,0,1,0,1,657,41,8,109402.13,1,1,1,66463.62,0
0,1,0,1,0,730,33,7,130367.87,1,1,0,15142.1,1
0,1,0,1,0,816,34,2,108410.87,2,1,0,102908.91,0
1,0,0,1,0,484,50,2,90408.16,2,0,0,48170.57,0
1,0,0,1,0,728,34,6,90425.15,2,1,1,11597.69,0
0,0,1,1,0,730,39,6,140094.59,1,1,0,172450.04,1
0,0,1,0,1,477,31,9,0.0,2,0,1,184061.17,0
0,1,0,1,0,663,46,6,95439.4,1,1,1,21038.58,1
0,1,0,0,1,549,34,6,204017.4,2,1,0,109538.35,0
0,0,1,0,1,714,29,9,0.0,2,1,0,129192.55,0
0,1,0,0,1,430,49,3,137115.16,1,1,0,146516.86,1
0,1,0,0,1,504,43,5,134740.19,2,1,0,181430.91,0
1,0,0,1,0,530,29,5,0.0,2,0,0,121451.21,0
0,1,0,0,1,619,29,4,98955.87,1,0,1,131712.51,0
0,1,0,0,1,617,44,9,49157.09,2,1,0,53294.17,0
0,1,0,0,1,791,31,1,130240.33,1,0,0,96546.55,0
1,0,0,0,1,609,48,1,108019.27,3,1,1,184524.65,1
0,1,0,0,1,780,51,4,126725.25,1,1,0,195259.31,1
0,1,0,1,0,777,34,5,96693.66,1,1,1,172618.52,0
0,1,0,1,0,817,27,7,129810.6,1,1,1,59259.44,0
1,0,0,0,1,850,58,8,156652.13,1,0,0,25899.21,1
1,0,0,1,0,732,36,9,0.0,1,0,0,3749.0,1
1,0,0,0,1,693,40,4,130661.96,1,1,1,101918.96,0
1,0,0,1,0,576,50,8,0.0,2,1,1,57802.62,0
1,0,0,0,1,643,37,6,0.0,2,0,0,142454.77,0
1,0,0,0,1,757,47,3,130747.1,1,1,0,143829.54,0
0,1,0,0,1,569,30,6,106629.49,1,0,1,44114.88,0
0,0,1,0,1,772,36,3,112029.83,1,1,1,186948.35,0
0,1,0,0,1,576,29,7,130575.26,1,0,1,173629.78,0
0,1,0,0,1,608,28,4,96679.71,1,1,1,49133.45,0
1,0,0,0,1,794,33,0,0.0,2,0,0,178122.71,0
1,0,0,0,1,593,50,6,171740.69,1,0,0,20893.61,0
0,0,1,0,1,597,38,1,0.0,2,1,0,41303.29,0
0,1,0,1,0,541,39,9,100116.67,1,1,1,199808.1,1
0,1,0,0,1,692,24,2,120596.93,1,0,1,180490.53,0
1,0,0,1,0,697,48,1,0.0,2,1,1,87400.53,0
1,0,0,0,1,768,29,2,95984.69,2,1,1,73686.75,0
1,0,0,0,1,802,38,1,142557.11,1,1,1,172497.73,0
1,0,0,0,1,584,47,5,0.0,2,1,0,89286.29,0
0,0,1,0,1,614,66,2,0.0,2,0,1,180082.7,0
0,1,0,1,0,850,36,6,143644.16,1,1,0,22102.25,1
1,0,0,1,0,671,38,6,132129.72,1,0,1,76068.95,0
1,0,0,1,0,626,52,0,0.0,2,1,0,32159.46,1
1,0,0,1,0,770,68,2,183555.24,1,0,0,159557.28,1
1,0,0,0,1,633,38,2,91902.56,2,1,1,107673.35,0
1,0,0,0,1,663,40,6,156218.19,1,0,1,33607.72,0
0,1,0,1,0,581,43,5,93259.57,3,1,0,141035.65,1
0,1,0,1,0,561,45,2,168085.38,2,0,1,115719.08,0
0,1,0,0,1,479,51,1,107714.74,3,1,0,86128.21,1
1,0,0,1,0,769,31,6,117852.26,2,1,0,147668.64,0
0,0,1,0,1,659,60,2,0.0,1,1,0,177480.45,1
0,0,1,1,0,590,51,10,84474.62,2,1,1,190937.09,0
1,0,0,0,1,560,50,3,0.0,2,1,0,84531.79,0
0,1,0,0,1,437,35,6,126803.34,2,1,1,161133.4,0
1,0,0,1,0,661,34,0,0.0,2,1,0,185555.63,0
0,1,0,1,0,677,36,10,68806.84,1,1,0,33075.24,0
1,0,0,1,0,560,31,3,115141.18,1,1,0,39806.75,0
1,0,0,1,0,578,35,2,0.0,2,0,1,26389.92,0
0,0,1,0,1,421,34,6,90723.36,1,1,1,12162.76,0
0,1,0,1,0,492,49,2,151249.45,2,1,1,167237.94,0
1,0,0,1,0,545,32,6,0.0,2,1,1,52067.37,0
0,1,0,1,0,640,43,9,94752.49,1,1,0,184006.36,1
0,0,1,1,0,624,34,6,0.0,1,1,0,582.59,1
0,0,1,0,1,577,28,7,0.0,1,1,0,143274.41,0
1,0,0,0,1,704,31,5,132084.66,3,1,1,54474.48,1
1,0,0,0,1,523,45,5,0.0,2,1,1,121428.2,0
1,0,0,0,1,793,35,2,0.0,2,1,1,79704.12,0
1,0,0,1,0,564,53,2,45472.28,1,1,1,41055.71,1
1,0,0,0,1,711,33,1,0.0,1,0,0,41590.4,0
0,1,0,1,0,791,33,10,130229.71,2,0,0,54019.93,1
0,1,0,1,0,629,38,9,123948.85,1,1,0,76053.07,0
0,1,0,0,1,729,39,6,127415.85,1,1,1,184977.2,1
0,1,0,0,1,651,35,8,110067.71,1,1,0,127678.95,1
0,0,1,0,1,695,39,4,65521.2,1,1,1,1243.97,0
0,0,1,0,1,847,31,5,0.0,2,1,1,76326.67,0
1,0,0,0,1,704,47,5,0.0,2,1,1,145338.61,0
0,1,0,0,1,613,33,3,155736.42,2,1,1,57751.21,0
0,0,1,1,0,692,29,4,0.0,2,0,0,138880.24,0
1,0,0,1,0,720,34,3,118307.57,2,1,1,136120.29,0
1,0,0,0,1,577,41,6,0.0,1,1,1,167621.18,0
0,1,0,1,0,710,24,7,103099.17,2,1,0,173276.62,0
1,0,0,1,0,716,38,1,0.0,2,1,1,99661.46,0
1,0,0,0,1,410,33,6,125789.69,1,0,0,66333.56,1
0,1,0,1,0,584,36,4,109646.83,1,1,1,70240.79,0
1,0,0,0,1,792,30,1,127187.86,1,1,1,113553.42,0
1,0,0,1,0,605,36,6,0.0,1,0,1,690.84,0
0,0,1,0,1,486,24,1,0.0,1,1,0,98802.76,0
1,0,0,0,1,615,41,4,130385.82,1,0,1,130661.95,0
1,0,0,0,1,676,23,1,107787.47,1,0,1,116378.82,0
1,0,0,0,1,571,34,1,99325.04,2,0,1,186052.15,0
1,0,0,1,0,850,37,9,0.0,1,0,0,100101.06,0
1,0,0,0,1,717,48,7,123764.95,1,1,1,169952.82,0
0,1,0,1,0,642,39,8,128264.03,1,1,0,61792.76,1
0,0,1,0,1,780,47,7,86006.21,1,1,1,37973.13,0
0,1,0,1,0,492,38,8,57068.43,2,1,0,188974.81,0
0,1,0,0,1,760,29,5,103607.24,2,0,1,86334.64,0
0,0,1,0,1,500,40,1,99004.24,1,1,1,152845.99,0
0,0,1,1,0,654,36,2,0.0,2,1,1,146652.11,0
0,0,1,1,0,606,25,3,147386.72,3,1,0,45482.04,1
0,0,1,0,1,367,42,6,93608.28,1,1,0,168816.73,1
0,0,1,0,1,799,38,2,0.0,2,1,1,59297.34,0
0,1,0,0,1,434,71,9,119496.87,1,1,0,125848.88,0
0,0,1,1,0,719,32,7,0.0,1,0,0,76264.27,0
1,0,0,1,0,641,37,2,0.0,2,1,0,3939.87,0
0,0,1,1,0,461,25,6,0.0,2,1,1,15306.29,0
0,1,0,1,0,790,25,5,152885.77,1,1,0,58214.79,0
1,0,0,0,1,588,31,4,99607.37,2,0,1,35877.03,0
1,0,0,0,1,621,27,4,137003.68,1,1,0,21254.06,0
0,1,0,0,1,768,48,3,122831.58,1,1,1,24533.89,1
0,0,1,0,1,681,38,2,99811.44,2,1,0,23531.5,0
0,0,1,0,1,606,37,8,154712.58,2,1,0,89099.18,0
0,0,1,0,1,542,37,8,0.0,1,1,1,807.06,0
0,1,0,1,0,713,24,7,147687.24,1,1,1,121592.5,0
0,0,1,1,0,597,33,2,0.0,2,1,1,4700.66,0
1,0,0,0,1,635,27,3,127009.83,1,1,0,161909.95,0
0,1,0,0,1,599,61,1,124737.96,1,0,1,90389.61,1
0,0,1,1,0,496,44,0,179356.28,2,1,0,2919.21,1
0,0,1,0,1,759,31,8,0.0,2,1,1,99086.74,0
0,1,0,0,1,757,31,1,127320.36,3,1,0,163170.32,0
0,0,1,0,1,564,31,0,125175.58,1,1,1,72757.33,0
1,0,0,1,0,561,22,6,186788.96,2,1,0,73286.8,0
1,0,0,0,1,702,40,3,148556.74,1,0,1,146056.29,0
0,1,0,1,0,678,40,8,128644.46,1,0,0,167673.37,0
1,0,0,1,0,707,46,7,127476.73,2,1,1,146011.55,0
1,0,0,1,0,610,27,9,159561.93,1,0,1,103381.47,0
1,0,0,0,1,744,42,1,112419.92,1,1,1,83022.92,0
1,0,0,0,1,598,28,8,129991.76,2,0,1,46041.08,0
0,0,1,0,1,562,36,5,0.0,1,0,1,182843.24,0
0,0,1,1,0,621,59,2,0.0,2,1,1,171364.18,0
1,0,0,1,0,659,50,3,0.0,1,1,0,183399.12,1
0,1,0,1,0,722,40,6,89175.06,2,0,1,152883.95,0
1,0,0,1,0,606,39,3,0.0,2,1,0,50560.45,1
0,0,1,1,0,603,39,5,162390.52,2,1,0,54702.66,0
0,1,0,1,0,506,59,3,190353.08,1,1,0,78365.75,0
1,0,0,0,1,715,21,8,0.0,2,1,0,68666.63,0
1,0,0,0,1,690,47,2,0.0,2,1,0,151375.73,0
1,0,0,1,0,644,40,10,139180.97,1,1,1,19959.67,0
1,0,0,0,1,589,36,8,114435.47,1,1,0,26955.72,0
1,0,0,1,0,592,66,5,149950.19,1,1,1,76267.59,0
1,0,0,0,1,632,42,4,126115.6,1,1,0,100998.5,0
0,1,0,1,0,577,59,7,111396.97,1,0,1,191070.01,0
1,0,0,0,1,588,30,3,115007.08,1,0,0,176858.5,0
1,0,0,0,1,617,54,6,102141.9,1,1,1,45325.26,0
0,0,1,1,0,668,36,3,133686.52,1,1,0,190958.48,1
1,0,0,0,1,810,32,9,120879.73,2,0,1,78896.59,0
0,0,1,0,1,767,47,5,0.0,1,1,0,121964.46,1
0,0,1,1,0,718,49,10,82321.88,1,0,1,11144.4,0
0,0,1,1,0,589,27,4,0.0,2,1,0,144181.48,0
0,0,1,0,1,778,33,5,116474.28,2,1,1,32757.55,0
1,0,0,1,0,724,34,3,132352.69,1,1,0,80320.3,0
0,1,0,1,0,477,39,4,182491.57,1,1,0,185830.72,0
1,0,0,0,1,580,34,6,0.0,2,1,1,160095.31,0
0,0,1,0,1,566,63,2,120787.18,2,1,1,52198.84,0
1,0,0,1,0,711,29,3,130181.47,2,1,0,31811.44,0
0,1,0,0,1,706,32,5,88348.43,2,1,1,104181.78,0
0,0,1,0,1,703,31,6,0.0,2,1,1,67667.19,0
0,1,0,0,1,679,39,2,146186.28,2,1,1,193974.47,0
1,0,0,0,1,603,32,7,0.0,1,1,0,198055.94,1
0,0,1,0,1,598,34,0,104488.17,1,0,1,43249.67,0
0,1,0,1,0,836,32,4,109196.67,2,1,0,55218.02,0
1,0,0,1,0,687,61,7,80538.56,1,1,0,131305.37,1
0,1,0,0,1,704,41,4,109026.8,2,1,1,43117.1,0
0,1,0,0,1,605,75,2,61319.63,1,0,1,186655.11,0
1,0,0,1,0,516,40,9,0.0,2,0,1,33266.29,0
1,0,0,1,0,572,39,2,0.0,2,1,1,555.28,0
1,0,0,0,1,557,42,6,177822.03,1,1,0,150944.31,1
0,1,0,0,1,443,59,4,110939.3,1,1,0,72846.58,1
0,1,0,0,1,604,25,7,165413.43,1,1,1,35279.74,0
1,0,0,0,1,483,27,1,77805.66,1,1,1,2101.89,0
1,0,0,0,1,702,50,3,0.0,2,0,0,94949.84,0
0,0,1,1,0,670,57,3,175575.95,2,1,0,99061.75,1
0,0,1,1,0,804,38,3,124197.22,1,1,0,74692.06,0
1,0,0,1,0,850,30,3,0.0,2,1,0,116692.8,0
1,0,0,1,0,554,39,10,160132.75,1,1,0,32824.15,0
0,1,0,1,0,588,37,7,70258.88,2,1,0,139607.61,0
0,1,0,0,1,758,32,4,162657.64,2,1,1,115525.13,0
0,1,0,0,1,787,43,0,132217.45,1,1,0,20955.03,1
0,0,1,0,1,582,25,9,148042.97,2,1,0,52341.15,0
0,0,1,1,0,633,33,4,92855.02,1,1,1,159813.18,0
0,1,0,0,1,766,47,9,129289.98,1,1,0,169935.46,1
0,0,1,0,1,564,37,9,100252.18,1,1,1,146033.52,0
0,0,1,0,1,602,37,3,107592.89,2,0,1,153122.73,0
1,0,0,0,1,649,39,3,113096.41,1,1,1,60335.24,0
0,0,1,1,0,679,40,7,0.0,2,1,1,163757.29,0
0,0,1,0,1,639,34,7,149940.04,2,0,0,156648.81,0
0,1,0,0,1,790,50,8,121438.58,1,1,1,176471.78,1
1,0,0,0,1,565,32,9,0.0,2,1,0,5388.3,0
1,0,0,1,0,478,50,2,0.0,1,0,1,93332.64,1
1,0,0,0,1,825,29,3,148874.01,2,0,1,71192.82,0
0,0,1,1,0,528,32,0,68138.37,1,1,1,170309.19,0
0,0,1,0,1,577,35,5,110080.3,1,1,1,109794.31,0
1,0,0,0,1,663,24,7,0.0,2,1,1,166310.82,0
0,1,0,1,0,505,25,5,114268.85,2,1,1,126728.27,0
0,1,0,0,1,633,29,6,117412.35,1,0,0,30338.94,0
1,0,0,1,0,586,38,6,0.0,2,1,1,37935.83,0
1,0,0,1,0,850,35,9,0.0,2,0,0,25329.48,0
0,1,0,1,0,629,37,1,35549.81,2,0,0,49676.33,0
1,0,0,0,1,744,56,9,0.0,2,1,1,169498.61,0
1,0,0,0,1,750,36,7,136492.92,3,1,1,26500.29,1
0,1,0,0,1,637,28,3,123675.69,1,1,1,166458.41,0
1,0,0,1,0,575,40,1,139532.34,1,1,0,181294.39,0
0,0,1,0,1,671,58,1,178713.98,1,1,1,21768.21,0
1,0,0,0,1,571,40,5,0.0,2,0,0,72849.29,0
1,0,0,0,1,590,41,1,89086.31,1,1,0,24499.97,0
0,0,1,0,1,619,38,3,96143.47,1,0,0,98994.92,0
0,1,0,1,0,640,30,5,32197.64,1,0,1,141446.01,0
1,0,0,0,1,670,38,7,0.0,2,1,1,77864.41,0
1,0,0,1,0,737,33,4,0.0,2,1,0,115115.32,0
0,0,1,0,1,555,32,10,0.0,2,0,1,168605.96,0
1,0,0,0,1,742,33,6,0.0,2,0,0,38550.4,0
0,1,0,1,0,618,40,0,140306.38,1,1,0,160618.61,1
1,0,0,1,0,560,35,1,0.0,2,1,0,3701.63,0
1,0,0,0,1,654,38,8,0.0,2,1,0,88659.44,0
0,1,0,1,0,787,42,2,74483.97,2,0,1,44273.91,0
1,0,0,1,0,611,53,7,0.0,2,0,1,156495.39,1
0,0,1,0,1,559,34,0,0.0,1,1,0,182988.94,0
1,0,0,0,1,481,37,8,152303.66,2,1,1,175082.2,0
0,1,0,0,1,753,32,5,159904.79,1,1,0,148811.14,0
1,0,0,0,1,675,32,1,0.0,3,1,0,85901.09,0
0,1,0,1,0,748,31,1,99557.94,1,1,0,199255.32,0
0,0,1,1,0,610,46,5,116886.59,1,0,0,107973.44,0
0,0,1,0,1,580,32,9,142188.2,2,0,1,128028.6,0
0,1,0,1,0,624,40,3,149961.99,2,1,0,104610.86,0
1,0,0,1,0,709,36,8,0.0,2,1,1,69676.55,0
1,0,0,1,0,605,34,2,0.0,1,0,0,35982.42,0
0,0,1,0,1,706,53,7,0.0,2,0,1,117939.17,0
0,0,1,0,1,567,40,8,28649.64,1,1,1,95140.62,0
1,0,0,1,0,747,21,4,81025.6,2,1,0,167682.57,0
1,0,0,0,1,664,57,1,0.0,2,1,1,56562.57,0
1,0,0,1,0,711,39,3,152462.79,1,1,0,90305.97,0
1,0,0,0,1,609,25,10,0.0,1,0,1,109895.16,0
0,0,1,0,1,632,28,7,155519.59,1,1,0,1843.24,0
1,0,0,1,0,725,36,1,118851.05,1,1,1,102747.02,0
1,0,0,1,0,850,34,9,92899.27,2,1,0,97465.89,0
1,0,0,0,1,682,40,4,0.0,1,0,1,105352.55,0
1,0,0,0,1,797,37,4,75263.7,1,1,0,85801.77,0
0,0,1,0,1,668,38,1,147904.31,1,1,1,69370.05,0
0,1,0,1,0,783,41,5,106640.5,1,1,0,176945.96,0
0,1,0,1,0,766,28,4,90696.78,1,0,1,21597.2,0
0,0,1,1,0,704,36,2,175509.8,2,1,0,152039.67,0
1,0,0,0,1,722,40,6,0.0,2,1,1,111893.09,0
1,0,0,1,0,692,34,7,0.0,2,1,0,195074.62,0
1,0,0,1,0,584,35,2,114321.28,2,0,0,15959.01,0
